A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,D1,D2,D3,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32
US/Canada,Female,High school,A pet,21,White,"Single, never married",A student,Yes,More than a month,A little,4,4,5,3,5,2,5,4,5,5,5,5,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,4,3,4,2,2,5,5,5,3,4,3,4,1,2,3,4,3,1,1,3,4,2,3,3,4,2,3,3,5,4,4,5,5,5,2,2,2,5,2,5,4,5,5,2,5,5,5,5,5,2,1,1,5,3,5,5,2,5,5,2
US/Canada,Female,Undergraduate school,None,21,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,4,5,3,5,3,5,4,5,5,3,2,5,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2,4,2,1,4,5,5,5,2,4,1,4,1,2,3,3,2,2,3,2,2,2,1,3,4,4,4,4,4,3,5,5,4,5,1,2,2,3,1,4,2,4,4,2,4,4,5,5,4,1,1,1,2,2,4,4,1,3,3,1
US/Canada,Female,Graduate school and higher,A pet,35,White,"Single, never married",Employed for wages,Yes,More than a month,A little,3,2,3,3,3,3,2,3,3,2,4,2,2,2,3,More than 3 years,"RPG, Simulation",Everyday,3,4,2,2,2,5,5,5,4,4,1,4,1,2,2,2,2,2,2,3,3,4,1,2,4,2,1,4,5,3,5,5,5,5,2,2,2,4,2,5,5,5,4,2,5,4,5,5,5,2,2,2,5,5,5,5,2,5,5,2
US/Canada,Female,Graduate school and higher,A pet,26,White,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,5,3,5,4,5,2,5,5,5,5,5,5,4,3,5,More than 3 years,"I’m not sure what category, but League of Legends and Fortnite ",Everyday,2,2,4,3,2,5,5,5,5,4,2,4,1,2,3,3,3,1,3,4,4,4,3,3,4,3,2,2,5,5,4,4,4,5,1,3,2,5,2,5,2,5,5,2,5,4,4,5,2,2,1,1,2,2,4,3,2,4,3,2
US/Canada,Female,Undergraduate school,A pet,29,White,"Single, never married",Out of work and looking for work,Yes,More than 3 weeks,Worried,3,3,4,5,4,2,5,4,5,5,4,5,3,3,4,More than 3 years,"Adventure, RPG",Every month,3,2,2,1,4,4,4,4,4,4,2,4,1,2,2,3,3,1,2,3,4,1,2,1,4,3,1,3,4,1,2,3,2,4,1,2,3,3,1,5,2,3,2,3,3,2,3,3,4,1,1,1,3,1,2,2,1,3,2,2
EU,Female,Graduate school and higher,Both,38,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,5,4,5,5,5,1,4,5,5,5,4,4,5,5,5,More than 3 years,RPG,Almost everyday,3,3,4,3,4,5,5,5,5,4,1,4,4,4,3,3,2,4,4,4,4,4,4,2,4,4,4,4,5,5,5,5,5,5,2,3,2,4,2,5,2,5,5,2,5,5,5,5,5,1,1,1,5,1,5,5,1,4,1,1
EU,Female,Undergraduate school,A pet,37,White,Married or domestic partnership,Out of work but not currently looking for work,Yes,More than a month,Worried,3,5,4,3,5,4,5,5,5,5,2,5,3,3,4,More than 3 years,"Adventure, RPG, Simulation, Puzzle",Almost everyday,3,3,4,2,3,5,5,5,5,4,2,4,1,3,2,3,2,2,2,3,4,3,3,3,3,2,1,2,5,5,4,4,5,5,1,1,2,3,1,5,5,5,5,3,5,5,5,5,2,2,1,5,5,4,4,5,2,3,5,1
US/Canada,Female,Graduate school and higher,Both,26,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,4,4,2,4,2,4,3,5,5,2,5,3,4,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,3,3,4,4,3,5,5,5,5,4,1,3,3,3,4,4,3,2,3,4,4,3,2,2,3,4,2,3,5,3,4,5,5,5,1,3,2,3,2,5,4,5,4,2,4,4,5,5,5,2,1,1,5,4,5,5,1,4,4,1
US/Canada,Female,Undergraduate school,Both,27,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,2,4,2,4,2,5,5,5,5,4,5,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,3,3,3,3,4,5,4,5,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,1,5,5,5,5,4,1,1,1,5,5,5,5,1,5,5,1
US/Canada,Female,Undergraduate school,None,22,White,Married or domestic partnership,A student,Yes,More than a month,Worried,4,3,4,1,5,3,2,2,4,4,2,5,2,5,5,0-1 years,"Adventure, Simulation, Strategy",Everyday,4,4,3,2,3,5,5,4,5,4,1,4,1,1,4,3,4,2,3,4,4,1,1,2,4,4,3,3,5,5,5,5,5,5,1,2,2,4,1,4,2,4,5,2,5,5,5,5,5,2,2,1,3,1,5,5,1,5,4,3
US/Canada,Female,Undergraduate school,A pet,24,White,Divorced,Employed for wages,Yes,More than a month,A little,4,4,4,3,5,4,5,5,4,4,4,5,4,4,5,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,4,4,4,3,3,5,5,5,5,3,1,4,1,1,2,3,2,1,3,3,4,4,1,3,3,4,2,3,5,3,4,5,5,5,1,2,2,4,1,5,4,5,4,1,4,4,4,5,5,1,1,1,3,2,3,4,1,3,3,2
US/Canada,Female,Undergraduate school,A pet,24,White,"Single, never married",Self-employed,Yes,More than a month,Worried,3,4,4,3,4,2,5,3,4,4,3,4,3,3,4,More than 3 years,"Action, Adventure",Everyday,3,3,4,2,3,5,5,4,4,4,2,3,3,2,3,4,3,1,2,3,4,4,2,3,4,1,3,3,5,5,4,5,5,5,1,3,1,5,1,5,3,5,5,1,1,5,5,5,3,1,1,1,3,2,5,4,1,5,3,1
US/Canada,Female,Undergraduate school,A pet,24,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,3,4,4,5,4,3,5,5,5,5,3,4,4,3,3,More than 3 years,"Adventure, RPG, Simulation",Everyday,2,4,2,4,3,5,3,4,2,4,1,3,1,2,2,3,1,2,3,3,2,1,1,2,4,3,1,1,5,4,4,5,5,5,2,3,3,4,2,5,5,5,4,3,4,3,3,5,5,3,4,2,3,3,4,4,2,3,4,4
US/Canada,Female,Graduate school and higher,A garden,26,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,3,4,5,3,5,1,5,3,5,5,3,3,5,4,5,More than 3 years,"Adventure, RPG, Strategy",Every week,4,3,4,2,3,4,4,5,5,4,3,4,1,2,3,3,2,2,2,4,4,4,3,2,3,3,3,4,4,4,5,5,4,5,1,2,2,4,2,5,4,4,4,2,4,4,4,5,4,1,1,1,3,3,3,2,2,2,1,1
US/Canada,Female,Undergraduate school,None,23,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,5,5,4,5,4,5,4,5,5,2,5,3,5,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,2,2,3,4,4,5,5,5,5,4,1,4,1,3,3,3,3,3,3,3,4,1,1,4,4,4,1,1,5,3,5,5,5,5,1,2,1,3,1,4,2,3,3,3,3,3,3,4,4,4,1,1,3,1,3,4,1,4,2,1
EU,Female,Undergraduate school,A pet,29,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,5,3,5,2,4,4,5,4,3,4,2,3,5,More than 3 years,Simulation,Almost everyday,4,4,3,4,3,5,5,5,5,4,2,4,1,1,4,4,4,4,4,4,2,1,1,4,3,3,3,3,5,2,3,5,5,5,1,3,2,2,1,3,4,4,4,2,3,4,3,4,3,2,1,1,5,3,5,5,3,5,5,1
US/Canada,Female,Undergraduate school,Both,31,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,3,4,4,3,4,3,5,4,5,5,2,5,3,3,4,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,4,4,4,1,4,5,5,5,5,4,2,4,2,2,3,4,2,2,2,4,4,2,2,2,2,4,4,4,5,5,5,5,4,5,1,2,3,3,3,4,4,4,3,1,3,4,4,4,3,1,4,1,5,5,5,5,2,3,4,3
US/Canada,Female,Undergraduate school,A pet,24,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,5,4,5,3,5,1,5,4,5,5,4,5,5,3,5,More than 3 years,"Adventure, RPG",Everyday,4,4,2,2,2,5,5,5,5,4,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1
EU,Female,Undergraduate school,A pet,22,White,Married or domestic partnership,Out of work but not currently looking for work,Yes,More than 2 weeks,Worried,2,5,5,3,5,4,5,5,5,5,3,5,2,3,5,0-1 years,Adventure,Less than every month,2,4,3,3,4,5,3,5,4,4,2,4,1,1,3,3,4,1,1,3,2,4,1,1,4,2,2,3,5,4,5,5,4,5,1,1,1,3,2,4,5,5,5,2,4,4,5,5,3,2,1,1,4,4,4,5,1,5,5,1
EU,Male,Undergraduate school,Both,22,White,"Single, never married",A student,Yes,More than a month,Worried,5,3,5,4,5,4,5,5,4,4,5,4,4,3,5,More than 3 years,"Action, Adventure, Strategy",Everyday,4,4,3,2,2,5,5,4,3,4,1,4,1,2,3,3,2,4,3,3,3,1,1,2,4,4,2,3,5,1,1,5,5,5,1,4,1,2,1,4,2,5,4,2,4,4,3,5,5,1,1,1,4,2,3,3,1,3,3,2
US/Canada,Female,Graduate school and higher,A pet,22,White,"Single, never married",Unable to work,Yes,More than a month,Very worried,4,3,5,1,5,1,5,1,5,4,5,5,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,4,3,3,4,5,5,5,5,4,3,4,1,2,3,4,4,4,4,3,4,2,3,3,4,4,4,4,5,3,5,5,5,5,2,3,2,4,1,5,5,5,4,3,4,5,5,5,5,2,2,2,5,4,5,4,2,5,5,4
EU,Female,Undergraduate school,None,29,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,3,4,1,5,1,5,3,4,3,4,3,4,3,3,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,4,4,2,2,2,4,4,3,5,4,1,4,1,3,2,3,3,3,3,2,3,2,3,1,3,4,1,3,4,3,3,4,5,5,2,3,2,3,3,4,4,4,3,3,5,4,5,5,5,3,4,2,5,3,3,5,3,3,5,2
US/Canada,Female,Undergraduate school,Both,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,4,2,5,2,5,3,4,4,4,2,4,3,4,More than 3 years,"Action, Adventure, Simulation, Strategy",Everyday,4,4,4,3,3,5,5,5,5,4,1,4,1,4,2,3,3,3,2,3,4,4,3,2,3,4,3,2,5,4,4,5,5,5,1,4,2,4,3,5,4,5,5,2,5,5,5,5,5,2,3,1,5,5,5,5,2,5,5,3
US/Canada,Female,Graduate school and higher,Both,24,White,"Single, never married",Employed for wages,Yes,More than a month,A little,5,2,5,3,5,4,5,5,5,5,1,5,5,5,5,More than 3 years,"Simulation, Strategy",Every week,4,4,4,3,3,5,5,5,5,4,2,4,3,2,4,4,4,4,4,4,3,3,3,2,4,2,4,4,5,5,5,5,5,5,1,1,2,1,1,5,2,5,5,2,5,5,5,5,4,2,1,2,4,3,5,4,2,3,4,1
US/Canada,Female,Undergraduate school,A pet,21,White,"Single, never married",A student,Yes,More than a month,Worried,4,3,2,3,4,3,4,4,4,4,4,4,4,3,4,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,4,4,4,4,4,5,5,5,5,4,1,4,1,2,3,3,1,1,2,4,4,1,2,2,4,4,4,4,5,5,5,5,5,5,1,2,1,5,1,5,3,5,5,1,5,5,5,5,4,1,1,1,4,2,5,3,1,5,3,1
US/Canada,Female,Undergraduate school,Both,23,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,4,3,4,5,5,3,4,4,4,4,3,4,2,3,4,More than 3 years,Simulation,Almost everyday,4,4,4,3,4,5,5,5,5,4,1,4,1,1,3,2,2,4,1,4,4,3,1,2,4,4,1,2,4,4,2,5,5,5,2,1,2,4,2,5,4,5,4,2,4,5,4,5,5,2,1,2,4,2,3,4,2,3,3,1
US/Canada,Female,Undergraduate school,A pet,19,Hispanic or Latino,"Single, never married",A student,Yes,More than a month,A little,5,3,4,2,5,1,4,4,4,5,5,2,5,4,5,More than 3 years,"RPG, Simulation, Sports",Almost everyday,4,3,4,3,2,5,5,5,5,4,1,4,2,3,3,3,3,1,3,3,4,4,2,2,3,3,2,2,4,5,5,5,4,5,1,2,2,4,2,5,4,5,5,2,5,5,5,5,5,1,1,1,3,4,5,5,1,4,1,1
US/Canada,Female,Graduate school and higher,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,3,5,4,5,3,5,5,5,5,4,5,4,5,5,More than 3 years,"Adventure, RPG, Strategy",Almost everyday,3,4,3,3,2,5,5,5,5,4,2,4,1,3,2,3,3,1,3,2,4,1,1,3,4,3,2,3,5,5,4,5,4,5,1,3,1,5,2,5,3,5,5,3,5,4,4,5,4,2,4,1,3,2,3,3,1,4,4,2
US/Canada,Female,High school,Both,20,White,"Single, never married",A student,Yes,More than a month,A little,3,4,5,1,5,1,5,4,5,5,4,4,5,3,5,More than 3 years,RPG,Almost everyday,4,4,2,3,1,5,5,3,3,4,2,4,1,3,3,4,2,3,2,3,2,4,2,3,2,4,3,2,5,4,5,5,5,5,1,3,1,3,2,5,5,5,5,2,4,4,4,4,4,2,2,1,1,1,3,4,1,5,4,1
EU,Female,Undergraduate school,Both,28,White,Married or domestic partnership,Self-employed,Yes,More than a month,Very worried,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,4,4,4,4,4,5,5,5,5,4,1,4,3,2,3,4,4,1,3,2,1,1,1,3,4,3,1,4,5,3,3,5,5,5,2,5,1,1,1,5,5,5,5,3,3,5,5,5,1,1,1,1,5,4,5,5,1,3,5,1
US/Canada,Male,High school,A pet,27,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,4,2,3,3,5,1,5,2,3,2,3,2,5,1,3,More than 3 years,"Action, Adventure, RPG",Almost everyday,2,3,3,4,2,5,5,5,5,4,2,4,1,3,4,3,4,3,2,3,2,3,3,4,4,2,4,4,4,3,4,4,5,5,2,3,1,4,1,5,5,4,3,1,4,5,5,5,2,2,2,2,5,5,5,4,1,3,1,1
US/Canada,Female,Undergraduate school,A pet,23,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,4,5,4,5,4,5,5,5,4,4,5,5,5,5,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,4,2,3,3,2,4,5,5,5,4,3,4,1,2,4,4,4,1,4,4,4,4,1,2,4,4,4,2,4,3,1,5,5,5,2,3,2,3,3,5,5,5,3,2,3,3,5,5,5,1,3,1,5,4,5,5,2,5,5,2
EU,Female,Graduate school and higher,Both,24,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,3,2,3,5,1,4,4,5,3,1,5,3,4,5,More than 3 years,Strategy,Almost everyday,3,3,4,4,4,5,5,5,5,4,1,3,2,3,4,4,2,2,3,4,4,2,2,2,4,4,3,2,5,5,5,5,5,5,1,2,1,5,1,5,4,5,5,1,5,5,5,5,5,1,1,1,4,4,5,5,1,5,2,1
US/Canada,Female,Graduate school and higher,A pet,30,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,3,4,2,4,2,5,3,5,5,3,5,4,4,5,More than 3 years,"Adventure, RPG, Simulation",Everyday,3,2,3,2,2,5,5,5,5,3,1,4,1,2,1,3,2,1,2,3,4,2,1,2,4,2,3,2,5,5,5,5,5,5,1,2,1,5,1,5,4,5,5,2,5,5,5,5,5,3,2,1,4,3,4,4,1,4,2,1
US/Canada,Female,Undergraduate school,A pet,25,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,4,5,5,5,2,5,5,5,4,4,5,5,5,5,More than 3 years,"RPG, Simulation",Almost everyday,3,2,3,3,2,5,5,5,3,4,2,4,1,1,2,3,3,1,4,3,3,1,2,1,4,3,3,4,4,5,4,5,5,5,2,1,1,5,1,5,5,5,5,1,4,5,5,5,5,1,1,1,5,3,5,5,1,5,5,1
US/Canada,Female,Undergraduate school,A pet,28,White,"Single, never married",Unable to work,Yes,More than a month,Worried,2,3,3,3,4,2,4,3,4,4,2,3,4,2,3,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,4,4,2,2,3,5,5,5,5,4,2,4,3,1,2,3,2,1,4,2,3,2,2,1,4,3,3,3,5,5,4,5,5,5,1,2,1,5,2,5,5,5,5,2,5,5,5,5,5,2,2,1,5,4,5,5,2,5,4,3
US/Canada,Female,Undergraduate school,A pet,49,White,Widowed,Out of work but not currently looking for work,Yes,More than a month,Worried,4,3,4,3,5,3,4,4,4,5,4,5,4,3,4,More than 3 years,"Action, RPG, Simulation",Everyday,4,4,4,4,4,5,5,5,5,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,3,5,5,5,1,3,2,5,1,5,5,5,5,1,4,4,5,5,5,1,1,1,5,3,5,5,1,4,5,1
US/Canada,Female,Graduate school and higher,A pet,23,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,5,3,4,4,5,2,5,4,5,5,5,2,3,3,5,More than 3 years,"RPG, Strategy",Every week,4,2,4,3,2,1,1,5,5,3,1,4,2,2,4,3,2,3,3,4,4,4,2,3,3,4,3,2,5,5,5,5,5,5,1,3,2,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,5,4,5,5,1,5,5,3
US/Canada,Female,Undergraduate school,None,24,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,3,2,2,5,2,5,5,5,5,4,5,2,2,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3,3,3,3,2,5,5,5,5,4,2,4,1,1,2,3,3,1,3,3,4,1,2,2,3,2,1,2,5,3,5,5,5,5,1,1,2,5,1,5,3,5,4,2,5,3,5,5,4,1,1,1,4,4,5,5,3,5,2,3
US/Canada,Female,Undergraduate school,None,26,White,"Single, never married",Unable to work,Yes,More than a month,Worried,4,3,3,3,5,2,5,3,5,5,2,3,3,3,4,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,4,3,2,2,4,5,5,3,5,4,1,4,1,3,2,4,3,3,4,2,3,3,3,1,4,2,4,4,5,3,4,5,5,5,1,3,2,5,2,5,3,5,5,3,5,5,5,5,5,3,3,3,4,3,5,4,3,4,3,3
Asia,Female,Graduate school and higher,None,25,Asian,"Single, never married",A student,Yes,More than a month,Worried,4,2,5,3,4,2,4,2,4,2,4,2,2,2,3,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,2,3,4,4,4,4,3,3,5,4,1,4,2,3,2,4,1,3,2,4,3,3,4,2,3,3,2,2,5,5,5,5,5,5,1,1,4,3,2,4,5,5,5,1,4,4,5,5,3,1,1,1,3,4,3,5,1,3,4,1
US/Canada,Female,Undergraduate school,Both,24,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,Very worried,3,3,3,4,3,3,3,2,4,3,3,3,3,3,3,More than 3 years,"Adventure, RPG",Almost everyday,4,4,4,3,3,5,5,5,5,4,1,4,4,1,3,4,4,4,3,4,4,4,2,3,4,2,4,4,5,5,3,5,5,5,2,1,1,5,2,5,5,5,5,3,5,5,5,5,5,1,3,2,5,5,5,5,1,5,5,2
EU,Female,Undergraduate school,Both,21,White,"Single, never married",A student,Yes,More than a month,Worried,3,4,5,3,5,3,5,4,4,5,3,5,4,3,4,More than 3 years,"Action, RPG, Simulation",Everyday,4,4,3,3,2,5,5,5,5,4,2,4,2,2,3,3,3,3,3,3,3,3,2,3,4,3,2,2,5,3,4,5,5,5,1,3,2,3,2,5,5,5,4,1,3,5,5,5,5,1,1,1,4,1,4,4,1,3,4,1
EU,Female,Undergraduate school,A pet,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,4,4,3,5,1,5,5,5,5,3,5,5,5,5,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,4,3,4,2,3,5,5,5,5,4,2,2,3,3,4,4,4,4,4,4,2,2,3,3,2,4,4,4,5,3,5,5,5,5,1,2,4,3,3,5,5,5,4,3,3,3,4,5,5,3,2,2,5,5,5,4,2,4,5,1
US/Canada,Female,Undergraduate school,A pet,21,White,"Single, never married",A student,Yes,More than a month,Worried,5,3,3,4,5,3,5,3,5,5,5,5,4,3,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost every week,4,4,4,3,3,5,5,5,5,4,3,4,1,2,3,4,2,3,4,4,4,4,2,1,4,2,4,4,5,4,5,5,4,5,1,2,2,5,1,5,4,5,5,2,4,5,5,5,5,2,1,1,3,4,5,5,2,5,1,2
Asia,Female,Graduate school and higher,A pet,28,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,2,4,3,4,2,4,2,5,4,5,4,5,4,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3,3,3,4,3,4,4,4,4,3,2,3,3,1,3,3,3,1,1,3,4,4,4,1,3,3,3,3,4,3,4,5,5,3,1,3,2,3,2,4,4,4,4,2,3,2,4,5,4,2,2,2,2,2,4,3,3,3,2,2
US/Canada,Female,Undergraduate school,Both,22,White,"Single, never married",Out of work and looking for work,Yes,More than a month,A little,4,3,4,2,4,1,5,2,5,5,4,4,1,4,5,More than 3 years,"RPG, Simulation, Strategy",Every week,4,4,4,3,3,5,5,5,5,4,3,3,1,2,3,3,2,1,4,3,4,1,1,2,4,2,3,2,5,4,4,5,4,4,1,2,2,4,1,5,3,5,5,1,4,4,4,5,5,1,1,1,4,3,4,4,1,3,3,1
US/Canada,Female,Graduate school and higher,A garden,32,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,4,4,2,4,3,4,4,5,5,3,4,4,5,4,More than 3 years,"Adventure, RPG, Simulation",Everyday,3,3,4,3,2,5,5,5,5,4,1,4,1,3,3,4,3,2,3,3,4,3,2,1,4,3,4,4,5,4,3,4,5,5,1,4,1,5,1,5,3,5,5,1,4,5,5,5,3,1,1,1,3,3,3,4,1,3,3,1
US/Canada,Female,High school,A pet,24,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Worried,5,3,5,1,5,1,5,4,5,5,5,2,2,5,5,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,4,3,2,4,4,3,3,5,4,4,1,4,1,2,2,4,4,4,2,2,1,3,1,1,4,4,3,2,5,3,5,5,5,5,1,3,2,3,1,5,2,4,2,2,2,1,5,5,4,1,4,2,3,4,4,2,3,4,3,3
Asia,Female,Undergraduate school,A pet,24,Pacific Islander,Married or domestic partnership,A student,No,No self-isolation/social distancing,Worried,3,3,4,3,4,2,5,3,3,3,5,4,5,1,4,More than 3 years,"RPG, Simulation",Everyday,3,2,4,2,1,4,4,3,5,4,4,4,2,1,4,2,2,1,2,4,4,4,1,1,1,1,1,1,5,3,5,5,5,5,1,1,1,3,1,5,3,5,3,1,4,4,5,5,4,1,1,1,5,5,5,5,1,5,3,1
US/Canada,Female,Undergraduate school,A garden,20,Asian,"Single, never married",A student,Yes,More than a month,Worried,5,4,4,3,5,4,4,4,4,4,4,5,4,4,5,0-1 years,Simulation,Almost everyday,3,3,4,4,2,3,3,5,5,3,1,4,1,1,4,4,4,1,3,4,4,1,1,2,4,3,1,2,5,5,5,5,5,5,1,4,2,4,2,5,4,5,5,5,5,5,5,5,4,2,2,2,4,4,4,4,2,5,5,2
Asia,Female,Graduate school and higher,A garden,32,Asian,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Worried,5,1,4,3,5,1,4,2,5,2,4,1,4,2,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3,3,4,4,2,4,4,4,2,4,2,4,2,1,4,4,2,4,2,2,2,2,2,3,2,3,2,3,3,3,2,2,3,2,3,2,3,3,3,3,4,3,4,2,3,4,4,3,4,2,2,2,4,3,3,4,2,3,3,2
US/Canada,Female,Undergraduate school,A pet,27,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,2,1,2,3,1,5,1,4,5,1,5,4,5,5,More than 3 years,"Adventure, RPG, Simulation",Everyday,4,3,3,3,4,5,5,5,4,4,3,4,1,2,3,2,3,1,4,3,4,1,2,1,4,4,3,2,5,4,3,5,5,5,1,2,1,5,1,5,4,5,5,1,5,5,5,5,3,1,1,1,4,4,5,5,1,5,2,1
US/Canada,Female,High school,None,21,Hispanic or Latino,"Single, never married",A student,No,No self-isolation/social distancing,A little,2,5,5,2,5,1,5,4,5,2,5,5,4,4,5,More than 3 years,"Adventure, RPG, Strategy",Almost everyday,3,4,3,1,4,5,5,5,5,4,3,4,2,3,3,3,1,3,1,4,4,1,1,1,4,4,4,4,5,3,5,5,5,5,1,2,1,4,2,5,4,5,4,1,5,5,5,5,3,1,1,1,3,5,5,5,1,5,1,1
Other,Female,High school,Both,25,Hispanic or Latino,Married or domestic partnership,A homemaker,Yes,More than a month,A little,3,4,4,3,5,1,5,2,5,4,2,5,4,3,4,More than 3 years,"Action, RPG, Simulation, Strategy",Almost everyday,3,2,2,2,2,5,5,5,5,4,3,3,1,3,3,2,2,1,3,3,4,3,1,2,4,3,2,4,4,3,4,4,5,4,2,3,2,4,3,4,4,4,3,2,2,5,5,5,4,2,3,1,4,4,4,3,3,4,5,3
Asia,Female,High school,Both,31,Asian,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,4,3,4,2,3,2,5,2,4,4,3,4,4,2,4,More than 3 years,"Adventure, RPG, Simulation",Almost every week,4,4,4,2,4,5,5,5,5,4,2,4,1,2,2,3,2,2,3,4,4,4,4,2,2,3,4,3,5,4,5,5,5,5,1,2,1,5,2,5,4,5,4,1,5,4,5,5,4,1,2,1,3,5,5,5,5,5,4,2
US/Canada,Female,Undergraduate school,A pet,32,White,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,4,3,3,3,3,3,5,3,5,4,3,5,2,3,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,4,4,4,4,4,5,5,5,5,4,2,4,2,2,3,4,4,3,2,3,4,4,3,3,4,3,4,4,5,4,3,5,5,5,1,2,1,5,1,5,4,5,4,2,4,4,5,5,4,2,1,1,4,3,3,4,2,5,2,1
US/Canada,Female,Undergraduate school,Both,21,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,2,3,4,3,5,2,5,5,5,5,3,3,3,4,5,More than 3 years,Simulation,Everyday,4,4,4,3,3,5,5,5,5,4,2,4,1,1,2,3,2,2,3,4,4,2,2,3,4,4,1,2,5,5,5,5,5,5,1,2,3,5,1,5,5,5,5,2,3,5,3,4,4,1,1,1,4,2,4,4,1,5,3,1
Other,Female,Undergraduate school,Both,26,Hispanic or Latino,Married or domestic partnership,A homemaker,Yes,More than a month,A little,3,3,4,2,4,2,4,3,4,4,3,4,4,3,4,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,4,4,4,3,2,5,5,5,5,4,2,3,3,2,2,3,2,2,3,4,4,4,2,3,3,3,3,3,5,5,5,5,5,5,1,1,1,5,2,5,4,5,5,1,5,5,5,5,3,1,1,1,3,4,5,5,1,5,4,1
